image,original_response_formatted,generated_response_formatted
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7EC0B3337410>,"[['A man in a white tank top stands next to a rack of colorful clothes in a grassy field filled with vendors.'], ['There are many families selling various wares, including clothes, in a park.'], ['An outdoor flea market with a variety of items being sold.'], ['A man sells clothing at an open market.'], ['Clothes swaying in the wind.']]","[['A woman is standing next to a rack of colorful clothing at an outdoor market.'], ['A man is looking at several scarves that are on a rack outside.'], ['A man in a white tank top is looking at clothes being sold at an outdoor market.'], ['A man in a white tank top is holding the hands of a woman wearing a black hat.'], ['A man is standing in front of a rack of clothes at a flea market.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x400 at 0x7EC0B33374A0>,"[['A black and white dog with a blue toy in its mouth runs on a grassy surface just beyond a fence.'], ['A black dog is running pasts a wire mesh fence with a blue bone shaped toy in its mouth.'], ['A black dog is running with a blue bone in his mouth.'], ['A black dog running with a blue toy in his mouth.'], ['A dog is running with a blue bone in its mouth']]","[['A black dog carrying two blue objects in its mouth runs in the grass near a chain link fence.'], ['A black dog with white paws and chest runs with a blue toy in his mouth.'], ['A black dog with a frisbee in its mouth is running in the grass near a fence.'], ['A black dog carries two blue plastic toys in its mouth while running through a field.'], ['A black dog is running in the grass with a blue toy in its mouth.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x332 at 0x7EC0B3337530>,"[['A woman in white shirt and purple headband is sitting and holding a pole with white a cloth.'], ['A woman wearing a white shirt and a red headband is sitting and holding on to a pole.'], ['A woman in a white shirt, with a red bandanna holding the end of a sign post.'], ['A woman with a redhead band and tan pants sitting on steps with child.'], ['Woman in white sitting down and looking into the distance.']]","[['A woman with a red headband and white t-shirt holds a white cloth over her shoulder.'], ['A woman wearing a red headband is holding a piece of cloth and looking to the right.'], ['A girl in a white shirt and red headband is holding a piece of cloth in her hand.'], ['A girl wearing a white t-shirt and red headband holds a white cloth in front of a large building.'], ['A girl with a red bandanna on her head is sitting and holding up a white cloth in front of a city building.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7EC0B3337650>,"[['A male with brown clothing standing on the side of the street with his thumb out with a big bag on his back.'], ['A young boy, arms outstretched, stands by a road where two cars are passing.'], ['A boy wearing brown hitchhiking on a road with cars passing by.'], ['A child standing next to a road with automobiles passing by.'], ['A young kid standing on a road with passing cars.']]","[['A boy is standing on a road with a cloth on his back and is pointing at something in the distance.'], ['A boy in a red and brown shirt holds up a blanket and waves at cars driving by.'], ['A boy wearing pink pants and a shawl gestures to cars in the distance.'], ['A boy is standing in the middle of a road waving his hand and blocking the road with his body.'], ['A boy wearing a blanket is standing in the middle of the street pointing at a white car.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=334x500 at 0x7EC0B3337770>,"[['This photo shows a group of people walking and one man is holding a bottle of wine while handing a glass of wine to a woman walking near him.'], ['A man in a black shirt is walking down the street offering a glass of wine to a woman.'], ['A redheaded woman standing next to a man in a black jacket with a wine bottle.'], ['A man drinking in public, while making contact with a redheaded girl.'], ['Several people with white hats on with a black brim.']]","[['A man wearing a black jacket and white hat walks on the street with a group of people.'], ['A crowd of people walking down a city street with two men in black jackets in the foreground.'], ['A woman in a black jacket and white hat walking down a crowded street.'], ['People are walking and one man is wearing a black jacket and holding a bottle.'], ['A group of people walking on a street with two guys in white hats and black jackets.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x7EC0B33375C0>,"[['An old woman with a purple shirt, and purple hair piece and a mud cup is walking the streets.'], ['A woman staring at the camera from behind sunglasses, holding a bag and coffee cup.'], ['Older woman in purple top with a purple flower in her hair.'], ['A woman is wearing a purple had with a large flower on it.'], ['Old lady carrying coffee down street.']]","[['An older woman wearing a purple shirt and hat with a cup and bag in hand.'], ['A woman with a purple shirt and purple hat is holding a cup of coffee.'], ['A woman in a purple shirt, with a matching hat, is carrying a coffee cup.'], ['An elderly woman in a purple shirt and purple hat with a cup and bag in hand.'], ['An older woman wearing a purple outfit and purple hat is walking outside with a cup and a bag.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7EC0B3337E60>,"[['Two men stand in hula grass skirts stand in the back of a truck at the top of a silver ramp.'], ['Two men in Hawaiian shirts and grass skirts are posing outside of a moving truck.'], ['Two men in hula skirts are standing at the top of a ramp in a truck.'], ['Two men are wearing hula skirts in the back of a moving truck.'], ['Two men dressed in hula skirts on the back of a moving truck.']]","[['Two men in Hawaiian shirts, grass skirts, and leis pose on the back of a truck.'], [""Two men in Hawaiian shirts and grass skirts pose on a truck's ramp.""], ['Two men in grass skirts and Hawaiian shirts pose in the back of a truck.'], ['Two men wearing grass skirts and Hawaiian shirts stand in front of a truck.'], ['Two men dressed in grass skirts and Hawaiian shirts stand on the back of a truck.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7EC0B3337EF0>,"[['Two older men in business attire are walking in a city, text graffiti is visible on the sidewalk.'], ['Two men walk along a busy city street with words printed on the sidewalk.'], ['Two elderly people walk down a city sidewalk by words written in chalk.'], ['Two people walk down a city street that has writing on it.'], ['Two men walk through a city with words on the street.']]","[['Two old men walk down a street with words painted on the ground around them.'], ['Two older men in suits walking down the street looking at a chalk drawing on the ground.'], ['Two older men wearing suits are walking down a street in the city.'], ['Two older men walking on the street while one of them is looking at the ground.'], ['Two men in formal clothing walk along side a road in the shade of a tree.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7EC0B3337F20>,"[['Two smiling little girls playing in a fountain with other people.'], ['Two young girls are running through shallow water at a pool.'], ['Two young girls run through a pool while water sprays them.'], ['Two girls running through pool while water sprays over them'], ['Two girls run through a sprinkler in a pool.']]","[['Two young girls in a water park, splashing and running in the water, having fun.'], ['Two young girls are playing in an aqua colored water fountain.'], ['Two young girls play in the fountain at a public park while other people are visible in the background.'], ['Two young girls play in a large pool of water with a fountain spraying water around them.'], ['Two little girls, with red-hair, are standing in a pool of water, smiling and laughing.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7EC0B33383E0>,"[['A woman in glasses has her eyes wide open while she is at the dentist.'], ['Lady with a green mask at the dentist and she just look very unhappy.'], ['A person wearing glasses is prepped for some kind of dental work.'], ['This woman is having some sort of dental procedure done.'], ['A woman with glasses is undergoing a dental procedure.']]","[[""A young woman with glasses looks at the camera while in a dentist's chair.""], ['A young woman in glasses is getting dental work done.'], ['A woman with glasses and brown hair has a green mask on her face.'], ['A woman with glasses and a green surgical mask on her face.'], ['A woman with brown hair and glasses is getting her mouth examined by a doctor.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7EC0B3338410>,"[['A man on skis on a snow-covered hill with mountains in the background'], ['A skier in red pants is on a snow covered slope.'], ['A person in red pants skis down a mountain.'], ['A man with red pants is skiing downhill.'], ['This person is skiing.']]","[['A skier is skiing on a snowy mountain and is wearing pink pants and a brown jacket.'], ['A skier wearing pink pants and a brown jacket skiing down a snowy mountain slope.'], ['A skier with pink pants and black and white ski gear is skiing in a snowy mountain setting.'], ['A skier wearing pink pants is going downhill on a snowy mountain.'], ['A person on skis wearing a backpack is skiing down a snowy hill.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7EC0B3338500>,"[['A dark-haired drummer is playing his set with enthusiasm.'], ['A man in a gray shirt with crazy hair playing the drums.'], ['A guy in a black shirt is rocking on a set of drums.'], ['Man in gray shirt rocking out on the drums.'], ['A very excited drummer playing the drums.']]","[['A man with wild hair is playing the drums in a very intense way.'], ['A young man with a wild, unkempt hairdo is playing the drums and singing while playing.'], ['A man playing the drums with wild hair and an intense expression on his face.'], ['A man with black hair is playing the drums and singing with his mouth open.'], ['A man wearing a dark shirt and dark pants is playing the drums.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=334x500 at 0x7EC0B3338590>,"[['A man wearing padded arm protection is being bitten by a German shepherd dog.'], ['A man wearing pads on his limbs is being bitten by a dog.'], ['A man in a safety suit training a police German Shepherd.'], ['A man with a quilted glove is bitten by a dog.'], ['A man trains a dog to attack.']]","[['A man in a black shirt and black pants is being attacked by a dog.'], ['A man wearing a white bandanna is being attacked by a German Shepherd.'], ['A man in protective gear is training a large brown and black dog.'], ['A man is being bitten by a dog that is on a leash.'], ['A man with a white hat and black vest is fighting with a brown and black dog.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=369x500 at 0x7EC0B3338620>,"[['Three men in yellow hard hats, two women, and a young boy are standing on an elevated platform viewing something below.'], ['Several construction workers next to a rail, with a child dressed as a worker.'], ['Three men in hard hats, a couple, and a child look down upon something.'], ['A group of people, some in hard hats, are looking at something.'], ['A little boy in a construction outfit stands with his parents.']]","[['A small boy wearing an orange construction hat and a bright orange vest is standing by a railing, looking down. Three workers in yellow safety vests and yellow hard hats are standing behind him. An older woman with red-hair and a red coat is standing next to the boy, and a few other people are behind her. All of them are looking down the railing. Trees can be seen behind them.'], ['A woman in a red coat and a man in a hard hat are standing next to a railing.'], ['A woman in a red jacket and a child in a construction workers outfit are looking at something.'], ['A little boy in an orange hard hat and vest standing next to a woman in a red jacket.'], ['A group of people wearing yellow hard hats are looking over a railing.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7EC0B33386B0>,"[['A blond girl is sitting drinking a soda and looking at a dolphin swimming in the background.'], ['A young girl sips from a drinking cup while gazing at a fish tank while a dolphin swims boy.'], ['A little girl at an aquarium sitting in front of a dolphin tank drinking something.'], ['A girl drinks from a straw while sitting near the glass of a dolphin enclosure.'], ['A girl drinking from a cup and enjoying the dolphin.']]","[['A little girl is sitting on a bench by an aquarium and is looking at the dolphin.'], ['A young girl drinking out of a cup with a straw while looking at a whale in an aquarium.'], ['A young girl drinks a beverage while watching a large fish underwater.'], ['A girl sitting on the side of a tank with a dolphin in the background drinking from a cup.'], ['A little girl sitting next to a tank is drinking a drink while a sea creature swims by her.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=333x500 at 0x7EC0B3338770>,"[['The Oklahoma football player watches the game from the sidelines.'], ['A man in a red football uniform and helmet looks to the left.'], ['A football player is in a red and white uniform Sooners #28.'], ['This football team wears red shirts and red helmets.'], ['A large football player in a red uniform']]","[['Oklahoma football player listening to someone in the stadium.'], ['A football player in a red jersey and helmet looks ahead during a game.'], ['A football player wearing a red uniform stands in a stadium with another player in the background.'], ['A football player from the University of Oklahoma looks on as he gets ready to play a game.'], ['The football player with number 28 on his jersey is wearing red.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7EC0B3338800>,"[['A boy in a striped shirt with his arm stretched out is outside with a soccer ball.'], ['A young boy smiles while playing with a soccer ball.'], ['A little boy is playing and there is a soccer ball.'], ['A little boy with a soccer ball flying.'], ['Young boy throws a white soccer ball.']]","[['A little boy in a striped shirt is playing with a soccer ball.'], ['A young boy, in a striped shirt, is throwing a soccer ball.'], ['A little boy is playing with a soccer ball and pointing at the camera.'], ['A little boy in a striped shirt is kicking a soccer ball.'], ['A young boy is playing with a soccer ball and pointing at the camera.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7EC0B3338890>,"[['A large amount of older people are sitting in a room full of tables talking with each other.'], ['A group of senior citizens are seated at round white tables as they wait for food.'], ['A room full of tables with elderly people sitting and standing around them.'], ['Many elderly people sit at tables with snow in the windows.'], ['A crowd of elderly men and woman socializing.']]","[['A group of elderly people are gathered in a room with tables and windows.'], ['A group of people are gathered together at a table, drinking, and talking.'], ['A group of elderly people at a gathering talking and drinking.'], ['A group of elderly people are gathered around tables in a restaurant or similar venue.'], ['A group of people are at a table talking to each other.']]"
