image,lol_of_genrated_response,lol_of_original_response
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7CBB9D233590>,"[['Two girls running through the water with a fountain in the background.'], ['Two young girls are playing in a swimming pool surrounded by fountains.'], ['Two young girls are running through a water fountain.'], ['Two young girls are playing in a water fountain.'], ['Two girls are running through water.']]","[['Two smiling little girls playing in a fountain with other people.'], ['Two young girls are running through shallow water at a pool.'], ['Two young girls run through a pool while water sprays them.'], ['Two girls running through pool while water sprays over them'], ['Two girls run through a sprinkler in a pool.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7CBB9DE273B0>,"[['A woman with glasses is having dental work done with a green mask in her mouth.'], ['A woman with a mouth guard in her mouth and a light in her face.'], ['A lady wearing a mouth guard is getting dental work done.'], ['A girl with glasses getting a dental procedure done.'], ['A woman with a green mouth mask in a dentist chair.']]","[['A woman in glasses has her eyes wide open while she is at the dentist.'], ['Lady with a green mask at the dentist and she just look very unhappy.'], ['A person wearing glasses is prepped for some kind of dental work.'], ['This woman is having some sort of dental procedure done.'], ['A woman with glasses is undergoing a dental procedure.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7CBB7F596F60>,"[['A skier is skiing down a snowy mountain wearing a helmet and goggles.'], ['A woman in pink pants skiing down a mountain.'], ['A woman in pink pants skiing down a hill.'], ['A woman skiing down a mountain.'], ['A woman skiing down a hill.']]","[['A man on skis on a snow-covered hill with mountains in the background'], ['A skier in red pants is on a snow covered slope.'], ['A person in red pants skis down a mountain.'], ['A man with red pants is skiing downhill.'], ['This person is skiing.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7CBBDE976C60>,"[['A guy with a gray shirt and black pants playing a drum set while his hair flies in the air.'], ['A young man with messy hair is playing the drums.'], ['A man is playing drums while his hair flies.'], ['A young man is playing the drums.'], ['A man is playing the drums.']]","[['A dark-haired drummer is playing his set with enthusiasm.'], ['A man in a gray shirt with crazy hair playing the drums.'], ['A guy in a black shirt is rocking on a set of drums.'], ['Man in gray shirt rocking out on the drums.'], ['A very excited drummer playing the drums.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=334x500 at 0x7CBB9DE4C7D0>,"[['A man wearing a black vest and gray hat and sunglasses is in the air with a dog who is wearing a harness.'], ['A man is training a dog to attack him.'], ['A man in a vest is training a dog.'], ['A man is training a dog to attack.'], ['A man training a dog to attack']]","[['A man wearing padded arm protection is being bitten by a German shepherd dog.'], ['A man wearing pads on his limbs is being bitten by a dog.'], ['A man in a safety suit training a police German Shepherd.'], ['A man with a quilted glove is bitten by a dog.'], ['A man trains a dog to attack.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=369x500 at 0x7CBBDEC1F470>,"[['A little boy in an orange construction suit and hard hat stands with his family on a deck overlooking a bridge.'], ['A family on a bridge looking at the road underneath them.'], ['A family of construction workers is on a bridge.'], ['A family on a bridge wearing hard hats.'], ['A family on a bridge.']]","[['Three men in yellow hard hats, two women, and a young boy are standing on an elevated platform viewing something below.'], ['Several construction workers next to a rail, with a child dressed as a worker.'], ['Three men in hard hats, a couple, and a child look down upon something.'], ['A group of people, some in hard hats, are looking at something.'], ['A little boy in a construction outfit stands with his parents.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7CBB7F6AFB00>,"[['A girl sitting on a bench drinks a drink while watching a dolphin pass by.'], ['A girl drinking a beverage, while sitting by the window to the ocean.'], ['A girl is sitting down and drinking a beverage.'], ['A girl sits and drinks a drink at an aquarium.'], ['A little girl drinks at the aquarium.']]","[['A blond girl is sitting drinking a soda and looking at a dolphin swimming in the background.'], ['A young girl sips from a drinking cup while gazing at a fish tank while a dolphin swims boy.'], ['A little girl at an aquarium sitting in front of a dolphin tank drinking something.'], ['A girl drinks from a straw while sitting near the glass of a dolphin enclosure.'], ['A girl drinking from a cup and enjoying the dolphin.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=333x500 at 0x7CBB9F03F110>,"[['Two men wearing a red jersey and a red helmet with a white ""O"" and red stripe on the side are standing on a red bench.'], ['A football player wearing a red uniform with white lettering, looks to the side.'], ['A football player is wearing a red jersey with the number 28 on it.'], ['Two football players, one of which is player number 28.'], ['A football player in a red uniform looking on.']]","[['The Oklahoma football player watches the game from the sidelines.'], ['A man in a red football uniform and helmet looks to the left.'], ['A football player is in a red and white uniform Sooners #28.'], ['This football team wears red shirts and red helmets.'], ['A large football player in a red uniform']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7CBB7F578EC0>,"[['A young boy with brown hair in a yellow, blue and white striped shirt is throwing a soccer ball.'], ['A child in a striped shirt is throwing a ball in the air.'], ['A little boy is throwing a ball with one hand.'], ['A child throws a soccer ball.'], ['A young boy throws a ball.']]","[['A boy in a striped shirt with his arm stretched out is outside with a soccer ball.'], ['A young boy smiles while playing with a soccer ball.'], ['A little boy is playing and there is a soccer ball.'], ['A little boy with a soccer ball flying.'], ['Young boy throws a white soccer ball.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7CBB7F523050>,"[['An indoor room with large windows and several white tables with people sitting at them.'], ['People of all ages socializing in a large dining room.'], ['Many people sit and stand in a restaurant.'], ['A group of people in a restaurant.'], ['People are sitting at tables.']]","[['A large amount of older people are sitting in a room full of tables talking with each other.'], ['A group of senior citizens are seated at round white tables as they wait for food.'], ['A room full of tables with elderly people sitting and standing around them.'], ['Many elderly people sit at tables with snow in the windows.'], ['A crowd of elderly men and woman socializing.']]"
