image,original_response_formatted,generated_response_formatted
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7D54BCFF67B0>,"[['A male with brown clothing standing on the side of the street with his thumb out with a big bag on his back.'], ['A young boy, arms outstretched, stands by a road where two cars are passing.'], ['A boy wearing brown hitchhiking on a road with cars passing by.'], ['A child standing next to a road with automobiles passing by.'], ['A young kid standing on a road with passing cars.']]","[['A man stands on the side of a road with a flag and a ball in the background.'], ['A person on the side of the street is waving a shirt to get a cab to stop.'], ['A man in a beige robe is trying to hail a cab on the side of the road.'], ['A person wearing a colorful bag is standing on a street with a traffic light in the background.'], ['A person in a light pink shirt and pants is hailing a taxi on the side of a road.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=334x500 at 0x7D54BCFF6870>,"[['This photo shows a group of people walking and one man is holding a bottle of wine while handing a glass of wine to a woman walking near him.'], ['A man in a black shirt is walking down the street offering a glass of wine to a woman.'], ['A redheaded woman standing next to a man in a black jacket with a wine bottle.'], ['A man drinking in public, while making contact with a redheaded girl.'], ['Several people with white hats on with a black brim.']]","[['A group of people with sailor hats, one of whom is drinking a glass of wine.'], ['A group of people wearing sailor hats and some wearing sunglasses.'], ['A group of people are walking down a street while one is drinking from a bottle of alcohol and wearing a red sash.'], ['A crowd of people are on a street.  Many are wearing sailor hats.'], ['A group of people, including a man and a woman wearing sailor hats and a man and a woman in a pair of tiger print pants, are walking down a street.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x7D54BD1A2D50>,"[['An old woman with a purple shirt, and purple hair piece and a mud cup is walking the streets.'], ['A woman staring at the camera from behind sunglasses, holding a bag and coffee cup.'], ['Older woman in purple top with a purple flower in her hair.'], ['A woman is wearing a purple had with a large flower on it.'], ['Old lady carrying coffee down street.']]","[['A woman with a purple hat and sunglasses is holding a MUD coffee cup.'], ['A woman in a purple top and black jacket holding an orange cup.'], ['A woman with a hat on her head is holding a cup of coffee.'], ['A woman wearing a purple hat and sunglasses holds a cup of Mud.'], ['A woman with a purple hat is holding a cup of coffee.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7D54BCFF6930>,"[['Two men stand in hula grass skirts stand in the back of a truck at the top of a silver ramp.'], ['Two men in Hawaiian shirts and grass skirts are posing outside of a moving truck.'], ['Two men in hula skirts are standing at the top of a ramp in a truck.'], ['Two men are wearing hula skirts in the back of a moving truck.'], ['Two men dressed in hula skirts on the back of a moving truck.']]","[['Two men in grass skirts are standing in the back of a truck.'], ['Two men stand at the back of a moving van, one wearing a hula outfit, while the other stands behind him, both smiling.'], ['Two men, dressed in Hawaiian attire, stand at the back of a moving truck.'], ['A man and woman wearing grass skirts and leis are standing in the back of a moving truck.'], ['A man and a woman wearing Hawaiian outfits are standing in the back of a moving truck.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7D54BCFF6A20>,"[['Two older men in business attire are walking in a city, text graffiti is visible on the sidewalk.'], ['Two men walk along a busy city street with words printed on the sidewalk.'], ['Two elderly people walk down a city sidewalk by words written in chalk.'], ['Two people walk down a city street that has writing on it.'], ['Two men walk through a city with words on the street.']]","[['Two men in suits are walking down the street next to a sidewalk with writing on it.'], ['Two older men walk down the street in front of a building with words drawn on the sidewalk.'], ['Two men walk past the sidewalk, where a series of words are written in chalk, including ""Fun"" and ""Sex"".'], ['A man in a brown suit and a man in a black jacket walk in front of a street with the words ""Life Care Love Fun"" written on the ground.'], ['Two older men walking down the street, and a tram is in the background.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7D54BCFF6AB0>,"[['Two smiling little girls playing in a fountain with other people.'], ['Two young girls are running through shallow water at a pool.'], ['Two young girls run through a pool while water sprays them.'], ['Two girls running through pool while water sprays over them'], ['Two girls run through a sprinkler in a pool.']]","[['Two little girls in a fountain, the one in white is wearing a heart shirt.'], ['Two young girls are running through a water fountain and having a blast.'], ['Two young girls are running through a water fountain in a pool.'], ['A group of children play in a water fountain with the water shooting up all around them.'], ['Two girls are running through a fountain in a pool.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7D54BCFF6B70>,"[['A woman in glasses has her eyes wide open while she is at the dentist.'], ['Lady with a green mask at the dentist and she just look very unhappy.'], ['A person wearing glasses is prepped for some kind of dental work.'], ['This woman is having some sort of dental procedure done.'], ['A woman with glasses is undergoing a dental procedure.']]","[['A patient is getting a dental procedure, as shown by the mouthpiece in their mouth.'], ['A woman with glasses gets her teeth checked at the dentist.'], ['A woman at the dentist is getting her teeth cleaned.'], ['A person with glasses, a mouth mask and a tooth getting drilled in the dentist.'], ['A woman with glasses is getting her teeth worked on by a dentist.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7D54BCFF6C30>,"[['A man on skis on a snow-covered hill with mountains in the background'], ['A skier in red pants is on a snow covered slope.'], ['A person in red pants skis down a mountain.'], ['A man with red pants is skiing downhill.'], ['This person is skiing.']]","[['A man wearing pink pants is skiing down a snowy mountain.'], ['A skier is going down the slope, wearing pink pants and goggles.'], ['a person skiing down a snowy hill.'], ['A person wearing pink ski pants and a black coat is skiing down a mountain.'], ['A skier wearing pink pants is coming down a snowy mountain.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7D54BCFF6D20>,"[['A dark-haired drummer is playing his set with enthusiasm.'], ['A man in a gray shirt with crazy hair playing the drums.'], ['A guy in a black shirt is rocking on a set of drums.'], ['Man in gray shirt rocking out on the drums.'], ['A very excited drummer playing the drums.']]","[['A musician playing drums and singing with passion while a fan is on the other side of the room.'], ['A person in a dark shirt and pants is playing a drum set with his head thrown back.'], ['A man is playing the drums while holding a piece of paper in his left hand.'], ['A man is playing drums with his head thrown back and his hair flying up.'], ['A man with hair in his face is playing the drums.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=334x500 at 0x7D54BCFF6DB0>,"[['A man wearing padded arm protection is being bitten by a German shepherd dog.'], ['A man wearing pads on his limbs is being bitten by a dog.'], ['A man in a safety suit training a police German Shepherd.'], ['A man with a quilted glove is bitten by a dog.'], ['A man trains a dog to attack.']]","[['A man in a hat is holding a dog on a leash as the dog jumps into the air.'], ['A man is holding a frisbee and playing with a dog.'], ['A dog jumping to catch a frisbee while a man in a white hat and glasses watches.'], ['A man in a black jacket is playing with a dog.'], ['A man is wearing a hat and standing in front of a dog.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=369x500 at 0x7D54BCFF6EA0>,"[['Three men in yellow hard hats, two women, and a young boy are standing on an elevated platform viewing something below.'], ['Several construction workers next to a rail, with a child dressed as a worker.'], ['Three men in hard hats, a couple, and a child look down upon something.'], ['A group of people, some in hard hats, are looking at something.'], ['A little boy in a construction outfit stands with his parents.']]","[['a child wearing a orange vest and orange helmet looking out from a bridge.'], ['A little boy in an orange safety vest stands on a bridge next to a group of construction workers.'], ['A group of people stand on a bridge, looking into the distance. One little boy is wearing a construction worker uniform and helmet.'], ['People watching something and a little boy is wearing a safety vest and an orange hard hat.'], ['A family looking over a bridge in construction hats.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7D54BCFF6F60>,"[['A blond girl is sitting drinking a soda and looking at a dolphin swimming in the background.'], ['A young girl sips from a drinking cup while gazing at a fish tank while a dolphin swims boy.'], ['A little girl at an aquarium sitting in front of a dolphin tank drinking something.'], ['A girl drinks from a straw while sitting near the glass of a dolphin enclosure.'], ['A girl drinking from a cup and enjoying the dolphin.']]","[['A young girl is seated by a dolphin tank drinking from a cup with a straw.'], ['A girl with long brown hair is sitting in front of a large tank, holding a cup with a straw.'], ['A young girl is sitting on a bench next to a large fish tank.'], ['A young girl is sitting on the floor of an aquarium, drinking from a straw.'], ['A young girl wearing green shorts is sitting on a bench while watching a dolphin swimming in an aquarium.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=333x500 at 0x7D54BCFF7020>,"[['The Oklahoma football player watches the game from the sidelines.'], ['A man in a red football uniform and helmet looks to the left.'], ['A football player is in a red and white uniform Sooners #28.'], ['This football team wears red shirts and red helmets.'], ['A large football player in a red uniform']]","[['A football player wearing the number 28 is sitting on a bench with his helmet off.'], ['A football player with number 28 on his jersey is standing next to another player with number 5 on his jersey.'], ['A football player with a red uniform, number 28, and the name ""Gooners"" on his jersey stands on the sideline.'], ['A football player wearing a red jersey that reads ""Sooners"" and the number 28.'], ['A football player with a red jersey, white pants, and number 28, is wearing a helmet with a red helmet and a white stripe.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7D54BCFF70E0>,"[['A boy in a striped shirt with his arm stretched out is outside with a soccer ball.'], ['A young boy smiles while playing with a soccer ball.'], ['A little boy is playing and there is a soccer ball.'], ['A little boy with a soccer ball flying.'], ['Young boy throws a white soccer ball.']]","[['A young boy is pointing at a soccer ball in the grass.'], ['A young child in a striped shirt is throwing a ball.'], ['a little boy with a striped shirt and a soccer ball in the air.'], ['A child in a blue and yellow striped shirt is about to kick a ball in the air.'], ['A child with a blue, yellow, and white shirt is kicking a soccer ball in a park.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7D54BCFF7170>,"[['A large amount of older people are sitting in a room full of tables talking with each other.'], ['A group of senior citizens are seated at round white tables as they wait for food.'], ['A room full of tables with elderly people sitting and standing around them.'], ['Many elderly people sit at tables with snow in the windows.'], ['A crowd of elderly men and woman socializing.']]","[['A group of people eating at a restaurant including a man in a red jacket and a woman in a red jacket.'], ['A large group of people are sitting at tables eating.'], ['Group of people sitting in a room, some are standing up.'], ['An older group of people enjoying a meal at a restaurant.'], ['A group of people are in a restaurant including an older man in a blue shirt with a gray beard.']]"
