image,lol_of_genrated_response,lol_of_original_response
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7AF2D10ED910>,"[['Two children are playing in a pool while water sprays on them from two fountains.'], ['Two young girls are running through water splashes in a pool.'], ['Two girls are splashing in a fountain in a public pool.'], ['Two young girls splash in a pool surrounded by water.'], ['Two children run through the fountain water']]","[['Two smiling little girls playing in a fountain with other people.'], ['Two young girls are running through shallow water at a pool.'], ['Two young girls run through a pool while water sprays them.'], ['Two girls running through pool while water sprays over them'], ['Two girls run through a sprinkler in a pool.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7AF2D10EFAD0>,"[['A young woman wearing glasses has her mouth open wide and is at the dentist.'], ['A young girl with glasses is in the dentist chair.'], ['A girl is in a dentist chair with her mouth open.'], ['A girl is sitting in a dentist chair.'], ['A young woman at the dentist.']]","[['A woman in glasses has her eyes wide open while she is at the dentist.'], ['Lady with a green mask at the dentist and she just look very unhappy.'], ['A person wearing glasses is prepped for some kind of dental work.'], ['This woman is having some sort of dental procedure done.'], ['A woman with glasses is undergoing a dental procedure.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7AF2D0F5CBF0>,"[['A woman in a brown coat and pink pants is skiing down a snow covered slope.'], ['A skier is skiing down a snowy slope with mountains in the background.'], ['A person in a brown coat and pink pants is skiing down a mountain.'], ['A skier is skiing down a snow-covered mountain.'], ['A skier in pink pants skiing down a mountain.']]","[['A man on skis on a snow-covered hill with mountains in the background'], ['A skier in red pants is on a snow covered slope.'], ['A person in red pants skis down a mountain.'], ['A man with red pants is skiing downhill.'], ['This person is skiing.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7AF2D0E2E0C0>,"[['A man with spiky hair, wearing a dark shirt, is playing a drum set in a room with a guitar and some other instruments.'], ['A man in a black shirt is playing the drums and screaming with a guitar in the background.'], ['A man with black hair playing the drums with his mouth open.'], ['A man is playing the drums and making a face.'], ['A man playing drums and making a face']]","[['A dark-haired drummer is playing his set with enthusiasm.'], ['A man in a gray shirt with crazy hair playing the drums.'], ['A guy in a black shirt is rocking on a set of drums.'], ['Man in gray shirt rocking out on the drums.'], ['A very excited drummer playing the drums.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=334x500 at 0x7AF2D0E2F0B0>,"[['A man wearing a white bandanna and black vest is handling a dog in a fenced-in area.'], ['A man is trying to hold a large dog back while it tries to bite a pillow.'], ['A man is trying to hold a German shepherd dog from biting a pillow.'], ['A man and a dog play tug-of-war with a pillow.'], ['A man and a dog are fighting over a pillow.']]","[['A man wearing padded arm protection is being bitten by a German shepherd dog.'], ['A man wearing pads on his limbs is being bitten by a dog.'], ['A man in a safety suit training a police German Shepherd.'], ['A man with a quilted glove is bitten by a dog.'], ['A man trains a dog to attack.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=369x500 at 0x7AF2D10EDCD0>,"[['A man and woman with two children are standing on a bridge.'], ['A little boy wearing a hard hat and orange jacket.'], ['A little boy is dressed as a construction worker.'], ['A little boy in a hard hat is standing on a rail.'], ['A little boy dressed as a construction worker.']]","[['Three men in yellow hard hats, two women, and a young boy are standing on an elevated platform viewing something below.'], ['Several construction workers next to a rail, with a child dressed as a worker.'], ['Three men in hard hats, a couple, and a child look down upon something.'], ['A group of people, some in hard hats, are looking at something.'], ['A little boy in a construction outfit stands with his parents.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7AF2D0E2CC20>,"[['A young girl with long hair and a black shirt is drinking through a straw while sitting on a ledge and watching a large fish swim by.'], ['A young girl is sipping on a beverage while watching a fish swim by.'], ['A girl drinks a soda while sitting under water with a seal.'], ['A girl sitting and drinking under the water with a seal.'], ['A girl drinking a drink while looking at a fish.']]","[['A blond girl is sitting drinking a soda and looking at a dolphin swimming in the background.'], ['A young girl sips from a drinking cup while gazing at a fish tank while a dolphin swims boy.'], ['A little girl at an aquarium sitting in front of a dolphin tank drinking something.'], ['A girl drinks from a straw while sitting near the glass of a dolphin enclosure.'], ['A girl drinking from a cup and enjoying the dolphin.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=333x500 at 0x7AF2D0E2E9F0>,"[['Oklahoma football player number 28 in red uniform and helmet.'], ['An Oklahoma football player stands in his uniform.'], ['Football player wearing red helmet and uniform.'], ['A football player is wearing a red uniform.'], ['Oklahoma Sooner football player.']]","[['The Oklahoma football player watches the game from the sidelines.'], ['A man in a red football uniform and helmet looks to the left.'], ['A football player is in a red and white uniform Sooners #28.'], ['This football team wears red shirts and red helmets.'], ['A large football player in a red uniform']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7AF2D10EC1A0>,"[['A boy in a striped shirt is attempting to kick a soccer ball.'], ['A young boy in a striped shirt is playing with a soccer ball.'], ['A little boy in a striped shirt is playing with a soccer ball.'], ['A young boy in a striped shirt kicks a soccer ball.'], ['A little boy in a striped shirt kicks a soccer ball.']]","[['A boy in a striped shirt with his arm stretched out is outside with a soccer ball.'], ['A young boy smiles while playing with a soccer ball.'], ['A little boy is playing and there is a soccer ball.'], ['A little boy with a soccer ball flying.'], ['Young boy throws a white soccer ball.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7AF2D0F5C530>,"[['A crowd of older people are gathered in a room with white tables and a view of the outside.'], ['A large group of older people gather around several tables for a meal.'], ['A group of people at a gathering with tables and chairs.'], ['Older people are sitting and standing around tables.'], ['An elderly group of people at a gathering.']]","[['A large amount of older people are sitting in a room full of tables talking with each other.'], ['A group of senior citizens are seated at round white tables as they wait for food.'], ['A room full of tables with elderly people sitting and standing around them.'], ['Many elderly people sit at tables with snow in the windows.'], ['A crowd of elderly men and woman socializing.']]"
