image,original_response_formatted,generated_response_formatted
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7885F0BAE9C0>,"[['Two men sparring on a field with one man grabbing the wrist of the other while several people watch on a green lawn with a yellow house and several cars in the background.'], ['Men in black martial arts outfits practice their tan art in the grass in front of a tan building with a red roof.'], ['The students of Martial Arts class practicing outside near the studio'], ['Martial arts students practice outside building.'], ['Some men are learning martial art.']]","[['A group of people in karate attire training on a grassy field.'], ['A group of people wearing black uniforms are standing in a grassy area in front of a yellow building with cars in the background, two of the men are holding another person up in the air.'], ['A group of people are gathered around a woman wearing a black uniform and hat, who is fighting another person who is wearing the same black uniform.'], ['A woman in a black uniform is holding three cats while several others look on in a grassy area with cars in the background.'], ['A woman in black is standing on a lawn holding three black cats in her arms, with people watching her.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7885F0BAEA50>,"[['A large group of people walks beneath an arc made of balloons in a grassy clearing.'], ['Some people holding balloons are walking across some grass.'], ['A lot of people are on the street holding balloons.'], ['Individuals with balloons participating in a walk.'], ['A charity walk happening with balloons.']]","[['A crowd of people are gathered outside in front of a pink and blue balloon arch.'], ['A group of people are standing in front of a balloon archway at a party.'], ['A crowd of people at an outdoor event are gathered around a large arch of balloons.'], ['A group of people are gathered in front of an archway of balloons outside a building.'], ['A group of people are gathered in a field next to a large arch made of balloons.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7885F0BAEAE0>,"[['A man in a black and blue checkered hooded sweater is looking at a Levi\'s advertisement that says, ""We Are All Workers.""'], ['A young man in a striped hoodie looks at an artistic Levi\'s advertisement that says ""We are all workers.""'], [""People gather in front of a advertisement for Levi's with the words 'we are all workers'.""], ['A levis jeans ad reads ""we are all workers"" in a block-like climbable display.'], ['Two men are looking at a advertisement for Levis.']]","[['A man in a black jacket stands in front of a sign that says ""We are all workers"" while other people look on.'], ['A man in a black and blue striped jacket is standing in front of a white sign that says ""We Are All Workers"".'], ['A man wearing a blue striped shirt is standing in front of a white sign with the words ""WE ARE ALL WORKERS"".'], [""A man in a black and blue striped shirt is walking towards a large sign that says 'we are all workers'.""], ['A man in a striped jacket stands in front of a sign that says, ""We are all workers.""']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=416x500 at 0x7885F0BAEBA0>,"[['An older man in a light green shirt and dark green pants holds the hand of an older woman as they pass an outside eatery with teal umbrellas.'], ['The old couple is walking past a colorful outdoor cafe.'], ['An older couple walks arm in arm past some shops.'], ['Two old people strolling the street.'], ['A couple walking down a street.']]","[[""A man and a woman are walking on the street in front of a bar and a shop called 'Lucky Night Shop'.""], ['A man in a white jacket and a woman in a pink jacket are walking down a sidewalk in front of a restaurant. The man is carrying a bag and the woman is holding a cane. There are teal chairs and umbrellas behind them and a person pushing a stroller to their right.'], ['A man in a green shirt and a woman in a pink coat are walking on the sidewalk with blue chairs behind them. There are also two people pushing a stroller in the background.'], ['A man in a green shirt and a pink jacket walks down a sidewalk with a woman in a pink jacket and a cane.'], ['A man in a green shirt and a woman in a pink jacket are walking down the street together.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7885F0BAEC60>,"[['A brown and white dog walks down a ramp toward a pool of water in which a green tennis ball floats.'], ['A brown and white dog is looking at a tennis ball floating in a pool.'], ['A brown and white dog looking into a pool at a tennis ball.'], ['A dog descends a ramp into the pool to get a tennis ball.'], ['A dog looking at a tennis ball floating in a pool.']]","[['A dog is playing in a pool with a yellow ball floating in it.'], ['A brown and white dog stands on the edge of a diving board next to a pool.'], ['A dog with a ball in the pool with a metal platform beside the pool.'], ['A dog stands on the edge of a pool while another person swims in the pool with a ball in their hand.'], ['A dog is standing on the side of a pool, watching a ball that is floating in the water.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7885F0BAECF0>,"[['A man in a white tank top stands next to a rack of colorful clothes in a grassy field filled with vendors.'], ['There are many families selling various wares, including clothes, in a park.'], ['An outdoor flea market with a variety of items being sold.'], ['A man sells clothing at an open market.'], ['Clothes swaying in the wind.']]","[['A man in white is looking at a rack of clothes at a flea market in the park.'], ['A man in a white tank top is holding a package of strawberries in a market setting.'], ['A man in a white tank top and khaki pants looks at a rack of clothes.'], ['A man in a white tank top is standing in front of a rack of colorful fabrics at a yard sale.'], ['A man in a white shirt and pants is standing next to a rack of colorful fabrics.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x400 at 0x7885F0BAED80>,"[['A black and white dog with a blue toy in its mouth runs on a grassy surface just beyond a fence.'], ['A black dog is running pasts a wire mesh fence with a blue bone shaped toy in its mouth.'], ['A black dog is running with a blue bone in his mouth.'], ['A black dog running with a blue toy in his mouth.'], ['A dog is running with a blue bone in its mouth']]","[['A black dog runs with a blue toy in its mouth in front of a chain link fence.'], ['A black dog carrying a blue toy in its mouth is running in a grassy area near a fence.'], ['A dog with a blue ball in his mouth running through the grass beside a fence.'], ['A black dog with a blue toy in its mouth is running near a chain link fence.'], ['A dog with a blue toy in its mouth is running in the grass in front of a fence.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x332 at 0x7885F0BAEE70>,"[['A woman in white shirt and purple headband is sitting and holding a pole with white a cloth.'], ['A woman wearing a white shirt and a red headband is sitting and holding on to a pole.'], ['A woman in a white shirt, with a red bandanna holding the end of a sign post.'], ['A woman with a redhead band and tan pants sitting on steps with child.'], ['Woman in white sitting down and looking into the distance.']]","[['Two people are sitting in front of a building. One is holding a white flag.'], ['A young woman holding a white flag in a red bandanna on her head.'], ['A girl in a red headband holds a white cloth in the air while on a stone wall.'], ['A young girl wearing a red headband is sitting on a wall holding a piece of fabric.'], ['A girl in a red bandanna holds up a piece of cloth while sitting on a wall.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7885F0BAEF30>,"[['A male with brown clothing standing on the side of the street with his thumb out with a big bag on his back.'], ['A young boy, arms outstretched, stands by a road where two cars are passing.'], ['A boy wearing brown hitchhiking on a road with cars passing by.'], ['A child standing next to a road with automobiles passing by.'], ['A young kid standing on a road with passing cars.']]","[['A boy is standing on a street pointing at a car driving by with a ball flying towards him.'], ['A boy is standing in the middle of a street and pointing at the car in front of him.'], ['A man in a pink and white shawl points to the cars in the road as he stands on the side of the road.'], ['A boy with a blanket is standing in the middle of the road holding something out in front of him.'], ['A boy in a brown shirt and pants is throwing a rock into a body of water from the side of the road.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=334x500 at 0x7885F0BAEFC0>,"[['This photo shows a group of people walking and one man is holding a bottle of wine while handing a glass of wine to a woman walking near him.'], ['A man in a black shirt is walking down the street offering a glass of wine to a woman.'], ['A redheaded woman standing next to a man in a black jacket with a wine bottle.'], ['A man drinking in public, while making contact with a redheaded girl.'], ['Several people with white hats on with a black brim.']]","[['A woman with red-hair is walking in the street with a group of people behind her, while a man is holding a bottle in his hand.'], ['A man in a black jacket and white hat walks down the street with a group of people behind him. He has a bottle in his hand and is smiling.'], ['A man in a black shirt and white hat is holding a bottle of wine while walking down the street with a woman with red-hair and a black jacket.'], ['A man and a woman are walking down the street wearing white hats and black jackets. The woman is redheaded and has a black jacket and the man has a red backpack and is holding a bottle of wine. They are both smiling and have a bottle of wine.'], ['A woman in a black jacket and a man in a black jacket and blue jeans are walking down the street with a crowd behind them.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x7885F0BAF050>,"[['An old woman with a purple shirt, and purple hair piece and a mud cup is walking the streets.'], ['A woman staring at the camera from behind sunglasses, holding a bag and coffee cup.'], ['Older woman in purple top with a purple flower in her hair.'], ['A woman is wearing a purple had with a large flower on it.'], ['Old lady carrying coffee down street.']]","[['A woman with a purple hat and purple shirt is walking down the street holding a coffee cup from Mud.'], ['A woman in a purple hat and purple shirt is carrying a cup of coffee and holding a bag.'], ['A woman in a purple shirt and sunglasses is holding an orange coffee cup in her right hand and a red bag in her left hand.'], ['A woman with a purple shirt and purple hat walks down the street with a cup in her hand.'], ['A woman in a purple shirt and purple hat walking with a coffee cup in her hand and a red bag in her other hand.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7885F0BAF110>,"[['Two men stand in hula grass skirts stand in the back of a truck at the top of a silver ramp.'], ['Two men in Hawaiian shirts and grass skirts are posing outside of a moving truck.'], ['Two men in hula skirts are standing at the top of a ramp in a truck.'], ['Two men are wearing hula skirts in the back of a moving truck.'], ['Two men dressed in hula skirts on the back of a moving truck.']]","[['Two men in Hawaiian costumes standing in the back of a moving truck.'], ['Two men in Hawaiian costumes are standing in the back of a moving truck.'], ['Two men in grass skirts and hawaiian shirts pose on a truck ramp.'], ['A man and woman in grass skirts and Hawaiian shirts pose for a picture at a luau party.'], ['Two men in grass skirts are posing for a picture on a truck ramp.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7885F0BAF1A0>,"[['Two older men in business attire are walking in a city, text graffiti is visible on the sidewalk.'], ['Two men walk along a busy city street with words printed on the sidewalk.'], ['Two elderly people walk down a city sidewalk by words written in chalk.'], ['Two people walk down a city street that has writing on it.'], ['Two men walk through a city with words on the street.']]","[['Two men are walking on a street that has words written on it. The man in the suit has his fingers on his chin while the man in the blue jacket is holding something to his mouth.'], [""Two men walking on a street with a piece of graffiti on it that says, 'I love you sex' written on it.""], ['Two men walking down the street, while one of them is holding something in his mouth.'], ['Two men are walking on a city street where a chalk message has been written on the sidewalk.'], ['Two men are walking in a city street with a chalk drawing on the ground.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7885F0BAF230>,"[['Two smiling little girls playing in a fountain with other people.'], ['Two young girls are running through shallow water at a pool.'], ['Two young girls run through a pool while water sprays them.'], ['Two girls running through pool while water sprays over them'], ['Two girls run through a sprinkler in a pool.']]","[['The kids are playing in a fountain at the park.'], ['Two little girls are playing in the water in front of a fountain.'], ['A girl running through water with a girl in a bathing suit, with water spraying behind them.'], ['Two girls are running through a pool of water while splashing water is spraying behind them.'], ['Two girls run in a large pool of water.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7885F0BA8230>,"[['A woman in glasses has her eyes wide open while she is at the dentist.'], ['Lady with a green mask at the dentist and she just look very unhappy.'], ['A person wearing glasses is prepped for some kind of dental work.'], ['This woman is having some sort of dental procedure done.'], ['A woman with glasses is undergoing a dental procedure.']]","[[""A young girl in glasses is sitting in the dentist's chair.""], ['A woman with glasses is looking into the camera while sitting in a dental chair.'], ['A woman in glasses is getting her teeth checked by the dentist.'], ['A woman in a dental chair with a mouth guard is looking at the camera.'], [""A woman with glasses on is looking at the camera while she's in a dental chair.""]]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7885F0BAB110>,"[['A man on skis on a snow-covered hill with mountains in the background'], ['A skier in red pants is on a snow covered slope.'], ['A person in red pants skis down a mountain.'], ['A man with red pants is skiing downhill.'], ['This person is skiing.']]","[['A woman in a red outfit and black backpack is skiing in the snow.'], ['A man in a brown jacket and red pants is skiing in a snowy mountain area.'], ['A skier dressed in pink is skiing down a mountain.'], ['A person in a pink snowsuit skis through the snow covered mountain.'], ['A skier is skiing down a slope while wearing a black backpack and red pants.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7885F0DC7380>,"[['A dark-haired drummer is playing his set with enthusiasm.'], ['A man in a gray shirt with crazy hair playing the drums.'], ['A guy in a black shirt is rocking on a set of drums.'], ['Man in gray shirt rocking out on the drums.'], ['A very excited drummer playing the drums.']]","[['A woman with a black shirt is looking at something and has her hair flying around her face. She is in front of a drum set and a guitar.'], ['A man with black hair is playing a drum set with his hair blowing in the wind.'], ['A woman with black hair and a dark shirt is holding a drum and looking at it with her mouth open wide. There are several drums and a guitar in the background.'], ['A man with a dark shirt is looking into a drum set while holding a snare drum and has his hair blowing in the air.'], ['A woman in a dark shirt is holding a drum in her hand and she has dark hair.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=334x500 at 0x7885F0BAF380>,"[['A man wearing padded arm protection is being bitten by a German shepherd dog.'], ['A man wearing pads on his limbs is being bitten by a dog.'], ['A man in a safety suit training a police German Shepherd.'], ['A man with a quilted glove is bitten by a dog.'], ['A man trains a dog to attack.']]","[['A man in a white hat, black vest, black pants and black boots, is holding a large dog that is jumping at him, both are standing in front of a chain link fence. The man is holding a large bag and the dog has a leash on his arm. The man is wearing a white hat, vest, pants and boots and the dog is jumping and playing with the bag and leash. The ground is sandy and there are trees behind the man and dog. A large tree is behind a chain link fence and there is water behind that. A man is holding a dog and trying to control it. The dog is trying to'], ['A man in a white bandanna and a black vest is holding a dog by a leash and both are about to enter a chain link fence. The dog has a brown coat and is jumping into the air as the man holds it back.'], ['A man is riding a horse or jumping around with his dog in the background. The dog has a long leash.'], ['A man is walking up some steps while a dog runs up beside him.'], [""A man in a white hat and black pants is holding onto a dog while it jumps up. The dog's mouth is open and the man is holding a rope in his hand. There is a chain link fence behind them and a tree and sand in the background.""]]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=369x500 at 0x7885F0BAF440>,"[['Three men in yellow hard hats, two women, and a young boy are standing on an elevated platform viewing something below.'], ['Several construction workers next to a rail, with a child dressed as a worker.'], ['Three men in hard hats, a couple, and a child look down upon something.'], ['A group of people, some in hard hats, are looking at something.'], ['A little boy in a construction outfit stands with his parents.']]","[['A boy in an orange hard hat is standing next to a metal railing, while four adults stand behind him in hard hats and reflective vests.'], ['A man wearing a yellow hard hat is standing on a balcony with other people, looking out at the trees in the distance.'], ['A young child in an orange hard hat is standing in front of a railing and is wearing an orange safety jacket while adults are watching him from behind him.'], ['A man in a yellow hard hat and safety vest holds a child in a construction outfit while they look over a bridge railing.'], [""A man in a red jacket and a child in an orange hard hat and coat are standing on a platform above a building that's under construction.""]]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7885F0BAF4D0>,"[['A blond girl is sitting drinking a soda and looking at a dolphin swimming in the background.'], ['A young girl sips from a drinking cup while gazing at a fish tank while a dolphin swims boy.'], ['A little girl at an aquarium sitting in front of a dolphin tank drinking something.'], ['A girl drinks from a straw while sitting near the glass of a dolphin enclosure.'], ['A girl drinking from a cup and enjoying the dolphin.']]","[['A woman drinking out of a cup and looking at an elephant in the background.'], ['A girl in a black shirt is drinking a drink while looking at a seal in the water.'], ['A girl is sipping a drink while sitting next to a large seal.'], ['A woman sips a drink while looking at a seal in the water.'], ['A woman is drinking a drink while watching a seal in the ocean.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=333x500 at 0x7885F0BAF590>,"[['The Oklahoma football player watches the game from the sidelines.'], ['A man in a red football uniform and helmet looks to the left.'], ['A football player is in a red and white uniform Sooners #28.'], ['This football team wears red shirts and red helmets.'], ['A large football player in a red uniform']]","[['A football player wearing red and white number 28 jersey with the Sooners on his helmet.'], ['The football player is wearing his team uniform and has a red helmet on his head.'], ['A young man wearing a red football jersey with the number 28 on the back of it.'], ['A football player in a red jersey is walking in a group of other players.'], ['An Oklahoma football player is looking away from the camera while other players look on.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7885F0BAF620>,"[['A boy in a striped shirt with his arm stretched out is outside with a soccer ball.'], ['A young boy smiles while playing with a soccer ball.'], ['A little boy is playing and there is a soccer ball.'], ['A little boy with a soccer ball flying.'], ['Young boy throws a white soccer ball.']]","[['A little boy in a striped shirt is getting ready to kick a soccer ball.'], ['A little boy is about to catch a soccer ball with his hand. He is wearing a striped shirt and playing in a park.'], ['A boy wearing a striped shirt is playing with a soccer ball in a grassy area.'], ['A little boy is playing soccer in a park as a soccer ball approaches him. He is wearing a striped shirt.'], ['A little boy in a striped shirt is kicking a soccer ball at a park.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7885F0BAF6B0>,"[['A large amount of older people are sitting in a room full of tables talking with each other.'], ['A group of senior citizens are seated at round white tables as they wait for food.'], ['A room full of tables with elderly people sitting and standing around them.'], ['Many elderly people sit at tables with snow in the windows.'], ['A crowd of elderly men and woman socializing.']]","[['A group of people gathered in a room with many tables and windows.'], ['There is a group of older people at a table in a restaurant and a younger woman in a red jacket is talking to them.'], ['A group of older people sitting at tables with a man standing in the middle of them.'], ['A group of people are standing around tables and talking to each other.'], ['A group of people are gathered in a room with large windows. A man is holding a glass of wine in his hand.']]"
