image,original_response_formatted,generated_response_formatted
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x420 at 0x7FD2D5B3E8D0>,"[['A man in a blue and white hat and a red and white shirt sets up a small table with glassware before him and a shadow on a streetlight is seen on the gray wall behind him.'], ['A man in a red shirt and a blue hat is sitting on a sidewalk and touching drinking glasses.'], ['A Latin American street vendor sets up a table selling glass ware in an inner city setting.'], ['A man wearing a hat sitting on a stool playing water glasses in the street.'], ['A man sitting on a stool selling something.']]","[['An older man is sitting down with a table in front of him in a shadowed area.'], ['A woman is seen walking down a street, carrying a bag and wearing a black dress.'], ['A man is sitting on a folding stool, with a table in front of him holding a few objects.'], ['A man is wearing a red shirt and blue shorts, and is sitting on a folding stool, looking at a table with a glass container on it.'], ['A woman in a red and white patterned shirt is sitting on a metal folding chair and is looking at a display of glass jars.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7FD2D585DB80>,"[['Two men in red performance one-piece-suits, performing what looks like gymnastics feats in front of an audience, outside.'], ['Two muscular men in red doing performance art on a black mat on grass with an audience in the background.'], ['The crowd is enjoying watching the circus performers do their routine.'], ['Two men wearing red suits perform in front of crowd.'], ['A big crowd is watching some kind of a game.']]","[['Two men wearing red trunks perform a circus-like stunt in front of an audience.'], ['Two men in red swimsuits are juggling balls. The background is full of people in the park.'], ['Two men in red leotards are performing a circus trick. One is holding the other in a bent position. They are in a grassy area in front of a crowd.'], ['A man stands on a mat and holds a woman in the air with one arm while the woman holds her other leg in the air. Both wear red outfits.'], ['The image depicts a scene of two men performing a dance on a stage, with a large audience watching them.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7FD2D585DCD0>,"[['A cat observing two little rabbits in a box of hay inside an wire enclosure, while a woman in a white sweater looks on.'], ['A woman sits in a caged in area with a cat and two bunnies.'], ['A woman watching over her two bunnies and curious cat.'], ['An old woman watches a cat investigates two rabbits.'], ['A cat looking after the rabbits in a cage.']]","[['A man with white hair and a white sweater sitting on a black rug with a cat and a cage of two white rabbits in it.'], ['A man in a white turtleneck sweater, khakis, and black socks is sitting on the floor of a cage with a brown and white rabbit and a tortoise-colored cat.'], ['A cat is lying on the floor in the middle of the frame, gazing up at a man who is sitting with his legs extended to the side.'], ['A white and brown rabbit is in a blue cage with a blue litter pan filled with hay next to it. A woman sits nearby, looking at the rabbit.'], ['A person sits on a black carpet inside a metal cage with a purple bowl on the floor and a blue box with two white and brown bunnies on the left.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7FD2D5B3D550>,"[['Two men sparring on a field with one man grabbing the wrist of the other while several people watch on a green lawn with a yellow house and several cars in the background.'], ['Men in black martial arts outfits practice their tan art in the grass in front of a tan building with a red roof.'], ['The students of Martial Arts class practicing outside near the studio'], ['Martial arts students practice outside building.'], ['Some men are learning martial art.']]","[['A man in a police uniform and a woman in a wedding dress and veil sitting in a limo with a group of men surrounding them.'], ['A man in a green and black martial arts uniform is performing a fighting move.'], ['A man in a black uniform is in a stance of defense in front of a large yellow house with a red roof.'], ['A man in a police uniform is performing a judo move on someone in the front of a large yellow house with a red tile roof.'], ['A man in a green and black karate uniform is performing a karate move.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7FD2D585DE20>,"[['A large group of people walks beneath an arc made of balloons in a grassy clearing.'], ['Some people holding balloons are walking across some grass.'], ['A lot of people are on the street holding balloons.'], ['Individuals with balloons participating in a walk.'], ['A charity walk happening with balloons.']]","[['A group of people in a field with a balloon archway.'], ['A woman wearing a red, white, and blue dress and a matching umbrella is walking through a park. There are balloons and people around her.'], ['A group of people walking in a line on a grassy field with balloons in the air, near a tree and a power line.'], ['A group of people wearing white shirts are walking in a line across a grassy field with many balloons surrounding them. A large arch made of balloons is behind them.'], ['A group of people are gathered around a large, arch-shaped balloon structure.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7FD2D585DEB0>,"[['A man in a black and blue checkered hooded sweater is looking at a Levi\'s advertisement that says, ""We Are All Workers.""'], ['A young man in a striped hoodie looks at an artistic Levi\'s advertisement that says ""We are all workers.""'], [""People gather in front of a advertisement for Levi's with the words 'we are all workers'.""], ['A levis jeans ad reads ""we are all workers"" in a block-like climbable display.'], ['Two men are looking at a advertisement for Levis.']]","[['A man in a black and blue pinstripe jacket is walking away from the camera on a brick pathway.'], ['The image features a large white sign with the words ""We are all workers"" written in red. The sign is positioned on a brick sidewalk, with people standing in front of it. A man with a striped shirt is facing away from the sign, while two other people are partially visible behind him. In the background, a building with arches and a street lamp can be seen. The overall atmosphere suggests a casual outdoor setting, possibly a protest or event.'], ['A large white block with the words ""WE ARE ALL WORKERS"" is seen on a brick walkway near a building and a park.'], ['A large white block of text that reads ""WE ARE ALL WORKERS"" in red letters sits in front of a building, with people standing in front of it.'], ['The image shows a white block sign with red lettering that says, ""WE ARE ALL WORKERS"" on a brick sidewalk in front of a building.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=416x500 at 0x7FD2D585DFA0>,"[['An older man in a light green shirt and dark green pants holds the hand of an older woman as they pass an outside eatery with teal umbrellas.'], ['The old couple is walking past a colorful outdoor cafe.'], ['An older couple walks arm in arm past some shops.'], ['Two old people strolling the street.'], ['A couple walking down a street.']]","[['A man in a white jacket, green shirt, and brown pants is walking in a downtown area.'], ['A group of people walking in an urban setting on a sidewalk. There are many storefronts behind the people.'], ['A young man is holding a red bag and a baseball bat while riding his bike.'], ['A woman is pushing a stroller with a child in it through a park.'], ['A man and a woman are walking down a street, and the man is carrying a black bag in his hand.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7FD2D585E060>,"[['A brown and white dog walks down a ramp toward a pool of water in which a green tennis ball floats.'], ['A brown and white dog is looking at a tennis ball floating in a pool.'], ['A brown and white dog looking into a pool at a tennis ball.'], ['A dog descends a ramp into the pool to get a tennis ball.'], ['A dog looking at a tennis ball floating in a pool.']]","[['A small, brown and white dog stands on a ramp next to a pool, with a tennis ball in the water.'], ['A golden retriever and a tennis ball in a swimming pool, with a wall and a gate.'], ['A dog stands on a metal ramp that leads to a pool.'], ['A dog stands on the metal ramp of a vehicle, looking down at a tennis ball in a pool.'], ['A brown and white collie-type dog is running down a ramp into a pool of water.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7FD2D585E150>,"[['A man in a white tank top stands next to a rack of colorful clothes in a grassy field filled with vendors.'], ['There are many families selling various wares, including clothes, in a park.'], ['An outdoor flea market with a variety of items being sold.'], ['A man sells clothing at an open market.'], ['Clothes swaying in the wind.']]","[['A man wearing a white tank top and beige cargo pants is standing on a grassy lawn, with a table with a roll of wire on it and a person sitting on a chair in the background.'], ['The image shows a group of people gathered around a large roll of wire and a white table with various items on it.'], ['A person in a white tank top and khaki pants, with a long piece of fabric hanging from a pole.'], ['A group of people at a yard sale or flea market, in a park, with a crowd of people in the background.'], ['The image shows a person wearing a white tank top and khaki shorts, facing away from the camera, with their back to the viewer, in a grassy area with a tree.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x400 at 0x7FD2D585E1E0>,"[['A black and white dog with a blue toy in its mouth runs on a grassy surface just beyond a fence.'], ['A black dog is running pasts a wire mesh fence with a blue bone shaped toy in its mouth.'], ['A black dog is running with a blue bone in his mouth.'], ['A black dog running with a blue toy in his mouth.'], ['A dog is running with a blue bone in its mouth']]","[['A golden retriever plays with a ball in a field of grass.'], ['A black and white dog runs in a field of grass, in the background, a chain-link fence and a road.'], ['A black and white dog jumps in a field with a tennis ball in its mouth.'], ['A dog is running through a field of brown grass.'], ['A black and white dog in a dog park.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x332 at 0x7FD2D585E270>,"[['A woman in white shirt and purple headband is sitting and holding a pole with white a cloth.'], ['A woman wearing a white shirt and a red headband is sitting and holding on to a pole.'], ['A woman in a white shirt, with a red bandanna holding the end of a sign post.'], ['A woman with a redhead band and tan pants sitting on steps with child.'], ['Woman in white sitting down and looking into the distance.']]","[['A group of women are standing together in front of a building. One of them is holding a white flag.'], ['A woman with a red bandana on her head is sitting on a concrete block. She is looking at the right side of the image.'], ['A woman with brown hair and a white headband is walking through the city.'], ['A man is riding a horse in front of a building in the background.'], ['A young man in a white shirt and red headband waves his arms as he dances.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7FD2D585E300>,"[['A male with brown clothing standing on the side of the street with his thumb out with a big bag on his back.'], ['A young boy, arms outstretched, stands by a road where two cars are passing.'], ['A boy wearing brown hitchhiking on a road with cars passing by.'], ['A child standing next to a road with automobiles passing by.'], ['A young kid standing on a road with passing cars.']]","[['A man in a red and white blanket and a uniform is standing on the side of a road.'], ['A man is standing on the side of a road with his back to the camera and pointing at a car.'], ['A man in a white and red blanket is pointing at a silver car as it drives by on a road.'], ['A man in a brown and white jacket stands on the side of a road with his arms stretched out as if to stop traffic.'], ['A boy in a pink and white shawl, wearing a long, dirty brown robe and a long pink skirt, is pointing his finger in the distance. He is on the side of a road.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=334x500 at 0x7FD2D585E390>,"[['This photo shows a group of people walking and one man is holding a bottle of wine while handing a glass of wine to a woman walking near him.'], ['A man in a black shirt is walking down the street offering a glass of wine to a woman.'], ['A redheaded woman standing next to a man in a black jacket with a wine bottle.'], ['A man drinking in public, while making contact with a redheaded girl.'], ['Several people with white hats on with a black brim.']]","[['A group of people, all wearing white hats and sunglasses, walking down a crowded street, some are carrying backpacks.'], ['The woman has red hair and is wearing a black top and blue jeans, with a backpack on her back.'], ['A crowd of people in a stadium are standing in a line.'], ['A young man is smiling and holding a bottle of champagne. He is wearing a white hat and a black jacket and jeans.'], ['A group of people at a sporting event or concert, with the crowd of people in the background.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x7FD2D585E420>,"[['An old woman with a purple shirt, and purple hair piece and a mud cup is walking the streets.'], ['A woman staring at the camera from behind sunglasses, holding a bag and coffee cup.'], ['Older woman in purple top with a purple flower in her hair.'], ['A woman is wearing a purple had with a large flower on it.'], ['Old lady carrying coffee down street.']]","[['The image depicts a woman walking down the street, carrying an orange MUG cup in her hand.'], ['The image features a woman with a purple hat, sunglasses, and a purple shirt, walking down a busy street. She holds a coffee cup with a logo that reads ""MUD"".'], ['A woman in a purple shirt and a black cardigan walks down the street with a coffee cup in her hand.'], ['A woman in a purple shirt and matching fascinator walks along a city sidewalk, holding a cup of coffee from Mud.'], ['The image shows a woman in sunglasses and a purple fascinator.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7FD2D585E4E0>,"[['Two men stand in hula grass skirts stand in the back of a truck at the top of a silver ramp.'], ['Two men in Hawaiian shirts and grass skirts are posing outside of a moving truck.'], ['Two men in hula skirts are standing at the top of a ramp in a truck.'], ['Two men are wearing hula skirts in the back of a moving truck.'], ['Two men dressed in hula skirts on the back of a moving truck.']]","[['A man wearing a Hawaiian shirt, grass skirt, and lei is standing with a man in a gold helmet, both in a front of a truck.'], ['A man in a Hawaiian shirt and grass skirt standing on the ramp of a truck.'], ['A man wearing a Hawaiian shirt, grass skirt, and leis poses in front of a truck door.'], ['A man is standing in a truck with a potted plant next to him and a white sign with a red C on it.'], ['A man wearing a grass skirt, a Hawaiian shirt, and a lei is standing in front of a moving van, posing with a man in a gold suit.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7FD2D585E5A0>,"[['Two older men in business attire are walking in a city, text graffiti is visible on the sidewalk.'], ['Two men walk along a busy city street with words printed on the sidewalk.'], ['Two elderly people walk down a city sidewalk by words written in chalk.'], ['Two people walk down a city street that has writing on it.'], ['Two men walk through a city with words on the street.']]","[['An older white man and woman, wearing a brown blazer and black suit, walk past a piece of street art on the sidewalk.'], ['A man in a suit walks beside a man in a brown suit jacket, and a woman holding a baby in her arms.'], ['A man and woman sit at a table in an airport, reading a newspaper and eating a meal.'], ['A man and a woman in a crowded city square in front of a trolley stop. The man is dressed in a suit and is surrounded by people on the trolley platform.'], ['A man in a suit and tie is walking in front of a blue streetcar in a city square.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7FD2D585E630>,"[['Two smiling little girls playing in a fountain with other people.'], ['Two young girls are running through shallow water at a pool.'], ['Two young girls run through a pool while water sprays them.'], ['Two girls running through pool while water sprays over them'], ['Two girls run through a sprinkler in a pool.']]","[['A person is standing in the water at a beach or pool, wearing a swimsuit and holding a green bucket.'], ['A group of people are playing in a shallow pool of water with a fountain behind them.'], ['A group of people are standing in a large pool of water, enjoying the water fountains.'], ['A woman and a little girl are standing in the water, holding hands.'], ['A woman with a white t-shirt and red shorts is playing with a little girl in a pool.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7FD2D585E6F0>,"[['A woman in glasses has her eyes wide open while she is at the dentist.'], ['Lady with a green mask at the dentist and she just look very unhappy.'], ['A person wearing glasses is prepped for some kind of dental work.'], ['This woman is having some sort of dental procedure done.'], ['A woman with glasses is undergoing a dental procedure.']]","[['A young girl in a dental chair with a bib on her chest, a dental bib on her mouth, and a dental tool in front of her mouth.'], ['A young girl lies back in a dentist chair while wearing a mask and a large dental bib.'], [""A young girl in a dentist's chair with a green cloth in her mouth is shown in this image.""], ['A young girl in a dental chair wearing protective gear is being prepared to get her teeth checked.'], ['A young girl in a dental office is getting her teeth examined by a dentist.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7FD2D585E780>,"[['A man on skis on a snow-covered hill with mountains in the background'], ['A skier in red pants is on a snow covered slope.'], ['A person in red pants skis down a mountain.'], ['A man with red pants is skiing downhill.'], ['This person is skiing.']]","[['A girl wearing a brown coat, pink pants and a white helmet with goggles is riding a skis.'], ['The image shows a person dressed in a brown jacket, pink pants, and goggles, performing a stunt on a pair of skis. The skier is positioned on the back wheels of the skis, with the front ones off the ground. The skier is equipped with a backpack and ski poles, and is situated in front of a large mountain range.'], ['A skier wearing a backpack and a backpack with a pole on the snow.'], ['A person wearing a brown jacket, pink pants and goggles on a skis in the snow.'], ['A woman on a slope in the snow, wearing a brown jacket, pink pants and a backpack on her back.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7FD2D585E870>,"[['A dark-haired drummer is playing his set with enthusiasm.'], ['A man in a gray shirt with crazy hair playing the drums.'], ['A guy in a black shirt is rocking on a set of drums.'], ['Man in gray shirt rocking out on the drums.'], ['A very excited drummer playing the drums.']]","[['A man with his mouth open and arms raised, is playing drums on a stage.'], ['A man with spiky hair is yelling at a concert or music event. He is holding a drum drumstick and looks like he is performing with the drums.'], ['A man appears to be performing or practicing a drum set. He is holding the snare drum and is yelling or screaming.'], ['A man on a stage singing with a full crowd behind him.'], ['A man in a black shirt with spiky hair is yelling at a concert or a party.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=334x500 at 0x7FD2D585E900>,"[['A man wearing padded arm protection is being bitten by a German shepherd dog.'], ['A man wearing pads on his limbs is being bitten by a dog.'], ['A man in a safety suit training a police German Shepherd.'], ['A man with a quilted glove is bitten by a dog.'], ['A man trains a dog to attack.']]","[['A man is wearing a headband and goggles as he pulls a German Shepherd, which is wearing a leash, as it jumps.'], ['A man in a black vest is pulling a leash connected to a dog, both are mid-step.'], ['There is a tree and a chain link fence behind a man and his dog.'], ['There are trees, a chain link fence, and a clear blue sky in the background.'], ['A man, wearing a white cap, black vest, and black pants is pulling a dog.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=369x500 at 0x7FD2D585E990>,"[['Three men in yellow hard hats, two women, and a young boy are standing on an elevated platform viewing something below.'], ['Several construction workers next to a rail, with a child dressed as a worker.'], ['Three men in hard hats, a couple, and a child look down upon something.'], ['A group of people, some in hard hats, are looking at something.'], ['A little boy in a construction outfit stands with his parents.']]","[['A little boy dressed in a hard hat and reflective jacket stands at the edge of a bridge, gripping the railing with his hand, while looking down at the river below.'], ['A man and a little boy, both wearing yellow hard hats and orange safety jackets, looking over a railing on a bridge.'], ['A group of people are standing on a bridge, wearing bright yellow hard hats and safety vests, and one little child is wearing an orange reflective jacket.'], ['A group of people waiting to board a ferry.'], ['A family of six enjoying a day at the park together on a rainy day. The little boy is wearing an orange rain jacket.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7FD2D585EA20>,"[['A blond girl is sitting drinking a soda and looking at a dolphin swimming in the background.'], ['A young girl sips from a drinking cup while gazing at a fish tank while a dolphin swims boy.'], ['A little girl at an aquarium sitting in front of a dolphin tank drinking something.'], ['A girl drinks from a straw while sitting near the glass of a dolphin enclosure.'], ['A girl drinking from a cup and enjoying the dolphin.']]","[['A dog in the ocean with a person.'], ['A girl with a straw in her mouth and a drink in her hand is sitting on a bench.'], ['A man in a black shirt and blue jeans is drinking a beverage and looking down at a seal in the water.'], ['A young woman stands near a large body of water with a fish swimming in the background.'], ['A dog plays in the water in a stream near a rocky riverbank.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=333x500 at 0x7FD2D585EAE0>,"[['The Oklahoma football player watches the game from the sidelines.'], ['A man in a red football uniform and helmet looks to the left.'], ['A football player is in a red and white uniform Sooners #28.'], ['This football team wears red shirts and red helmets.'], ['A large football player in a red uniform']]","[['A football player wearing a red jersey with the number 28 and the word ""SOONERS"" on the back and a red helmet with the letter ""OU"" on it.'], ['A football player in an OU uniform with his teammates in the background.'], ['A football player in an Oklahoma University jersey, and helmet, with a teammate behind him.'], ['A football player in red and white uniform.'], ['A football player in a red Oklahoma University uniform.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7FD2D585EB70>,"[['A boy in a striped shirt with his arm stretched out is outside with a soccer ball.'], ['A young boy smiles while playing with a soccer ball.'], ['A little boy is playing and there is a soccer ball.'], ['A little boy with a soccer ball flying.'], ['Young boy throws a white soccer ball.']]","[['A young boy with a striped shirt is playing with a soccer ball.'], ['A little boy is playing with a ball in a park.'], ['A child in a striped shirt in the foreground and a soccer ball flying in the air in the background.'], ['A boy with a striped shirt playing with a ball.'], ['A boy in a striped shirt is about to hit a soccer ball with his hand.']]"
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7FD2D585EC30>,"[['A large amount of older people are sitting in a room full of tables talking with each other.'], ['A group of senior citizens are seated at round white tables as they wait for food.'], ['A room full of tables with elderly people sitting and standing around them.'], ['Many elderly people sit at tables with snow in the windows.'], ['A crowd of elderly men and woman socializing.']]","[['A group of people are gathered in a room with large windows, some of them standing and others sitting at tables with white tablecloths.'], ['A man with a white beard, wearing a red shirt, sits at a table in a room with a group of people.'], ['A group of people are gathered in a room filled with tables, with some people talking and others sitting down. The room has a large window behind the group that overlooks a waterway with houses on the opposite shore.'], ['The image depicts a group of people gathered in a room with large windows, likely at a social event.'], ['The photo is taken from the inside of a room with a large windowed wall with a view of a street and a tree outside. The room is filled with people gathered around tables with white tablecloths.']]"
